Сигнал;Время;Класс;Инструмент;Операция;Ордер;Кол-во;Цена;Сумма;Комиссия ТС;Статус;Позиция
Short;16.01.2018 16:25:02;SPBFUT;SiH8;Sell;29035933294;1;56953;56953.00;0.80;Шорт;-1
Cover;16.01.2018 16:35:03;SPBFUT;SiH8;Buy;29036110921;1;56945;-56945.00;0.80;Завершена;0
Short;17.01.2018 11:40:01;SPBFUT;SiH8;Sell;29043646400;1;57052;57052.00;0.80;Шорт;-1
Cover;17.01.2018 12:52:10;SPBFUT;SiH8;Buy;29045525664;1;57052;-57052.00;0.80;Завершена;0
Buy;26.01.2018 12:25:02;SPBFUT;SiH8;Buy;29151795406;1;56172;-56172.00;0.79;Лонг;1
Sell;26.01.2018 12:39:12;SPBFUT;SiH8;Sell;29152173136;1;56186;56186.00;0.79;Завершена;0
Buy;26.01.2018 13:30:02;SPBFUT;SiH8;Buy;29153420443;1;56113;-56113.00;0.79;Лонг;1
Sell;26.01.2018 13:38:19;SPBFUT;SiH8;Sell;29153604430;1;56135;56135.00;0.79;Завершена;0
Short;26.01.2018 14:10:01;SPBFUT;SiH8;Sell;29154106671;1;56162;56162.00;0.79;Шорт;-1
Cover;26.01.2018 14:23:21;SPBFUT;SiH8;Buy;29154347270;1;56164;-56164.00;0.79;Завершена;0
Short;26.01.2018 18:25:02;SPBFUT;SiH8;Sell;29161713925;1;56460;56460.00;0.79;Шорт;-1
Cover;26.01.2018 18:30:05;SPBFUT;SiH8;Buy;29161919433;1;56522;-56522.00;0.79;Завершена;0
Buy;29.01.2018 11:30:01;SPBFUT;SiH8;Buy;29167583495;1;56669;-56669.00;0.79;Лонг;1
Sell;29.01.2018 12:00:02;SPBFUT;SiH8;Sell;29168261524;1;56607;56607.00;0.79;Завершена;0
Short;29.01.2018 12:45:02;SPBFUT;SiH8;Sell;29169187100;1;56587;56587.00;0.79;Шорт;-1
Cover;29.01.2018 13:10:03;SPBFUT;SiH8;Buy;29169666401;1;56609;-56609.00;0.79;Завершена;0
Short;29.01.2018 14:05:01;SPBFUT;SiH8;Sell;29170614684;1;56693;56693.00;0.79;Шорт;-1
Cover;29.01.2018 14:20:01;SPBFUT;SiH8;Buy;29170923923;1;56755;-56755.00;0.79;Завершена;0
Buy;29.01.2018 17:10:02;SPBFUT;SiH8;Buy;29174527329;1;56776;-56776.00;0.79;Лонг;1
Sell;29.01.2018 17:21:29;SPBFUT;SiH8;Sell;29174777871;1;56784;56784.00;0.79;Завершена;0
Short;29.01.2018 17:35:02;SPBFUT;SiH8;Sell;29175122961;1;56815;56815.00;0.79;Шорт;-1
Cover;29.01.2018 17:45:31;SPBFUT;SiH8;Buy;29175474237;1;56768;-56768.00;0.79;Завершена;0
Short;30.01.2018 12:35:02;SPBFUT;SiH8;Sell;29183993751;1;56577;56577.00;0.79;Шорт;-1
Cover;30.01.2018 12:48:27;SPBFUT;SiH8;Buy;29184362111;1;56519;-56519.00;0.79;Завершена;0
Short;30.01.2018 14:50:01;SPBFUT;SiH8;Sell;29187744881;1;56298;56298.00;0.79;Шорт;-1
Cover;30.01.2018 14:59:10;SPBFUT;SiH8;Buy;29187952487;1;56253;-56253.00;0.79;Завершена;0
Buy;30.01.2018 16:45:03;SPBFUT;SiH8;Buy;29190344435;1;56342;-56342.00;0.79;Лонг;1
Sell;30.01.2018 16:50:43;SPBFUT;SiH8;Sell;29190465750;1;56359;56359.00;0.79;Завершена;0
Buy;31.01.2018 12:40:01;SPBFUT;SiH8;Buy;29202052998;1;56492;-56492.00;0.79;Лонг;1
Sell;31.01.2018 13:35:01;SPBFUT;SiH8;Sell;29203293091;1;56519;56519.00;0.79;Завершена;0
Short;31.01.2018 13:45:01;SPBFUT;SiH8;Sell;29203479223;1;56592;56592.00;0.79;Шорт;-1
Cover;31.01.2018 14:55:01;SPBFUT;SiH8;Buy;29204757240;1;56551;-56551.00;0.79;Завершена;0
Short;31.01.2018 15:25:01;SPBFUT;SiH8;Sell;29205301409;1;56533;56533.00;0.79;Шорт;-1
Cover;31.01.2018 15:45:40;SPBFUT;SiH8;Buy;29205674600;1;56547;-56547.00;0.79;Завершена;0
Short;01.02.2018 12:00:04;SPBFUT;SiH8;Sell;29218033286;1;56497;56497.00;0.79;Шорт;-1
Cover;01.02.2018 12:08:52;SPBFUT;SiH8;Buy;29218315912;1;56448;-56448.00;0.79;Завершена;0
Short;01.02.2018 12:20:04;SPBFUT;SiH8;Sell;29218670740;1;56481;56481.00;0.79;Шорт;-1
Cover;01.02.2018 12:25:54;SPBFUT;SiH8;Buy;29218833514;1;56450;-56450.00;0.79;Завершена;0
Short;01.02.2018 13:45:03;SPBFUT;SiH8;Sell;29220457067;1;56538;56538.00;0.79;Шорт;-1
Cover;01.02.2018 14:05:03;SPBFUT;SiH8;Buy;29220864699;1;56578;-56578.00;0.79;Завершена;0
Buy;01.02.2018 14:45:04;SPBFUT;SiH8;Buy;29221882457;1;56573;-56573.00;0.79;Лонг;1
Sell;01.02.2018 14:58:28;SPBFUT;SiH8;Sell;29222160517;1;56589;56589.00;0.79;Завершена;0
Short;02.02.2018 11:50:04;SPBFUT;SiH8;Sell;29234900382;1;56401;56401.00;0.79;Шорт;-1
Cover;02.02.2018 11:56:59;SPBFUT;SiH8;Buy;29235168814;1;56427;-56427.00;0.79;Завершена;0
Buy;02.02.2018 12:45:03;SPBFUT;SiH8;Buy;29236752232;1;56519;-56519.00;0.79;Лонг;1
Sell;02.02.2018 12:59:02;SPBFUT;SiH8;Sell;29237118800;1;56586;56586.00;0.79;Завершена;0
Buy;02.02.2018 13:05:02;SPBFUT;SiH8;Buy;29237293223;1;56550;-56550.00;0.79;Лонг;1
Sell;02.02.2018 13:11:08;SPBFUT;SiH8;Sell;29237457806;1;56589;56589.00;0.79;Завершена;0
Buy;02.02.2018 13:40:10;SPBFUT;SiH8;Buy;29238292627;1;56561;-56561.00;0.79;Лонг;1
Sell;02.02.2018 14:05:23;SPBFUT;SiH8;Sell;29238711827;1;56604;56604.00;0.79;Завершена;0
Buy;02.02.2018 15:35:07;SPBFUT;SiH8;Buy;29240335314;1;56585;-56585.00;0.79;Лонг;1
Sell;02.02.2018 15:44:37;SPBFUT;SiH8;Sell;29240469330;1;56585;56585.00;0.79;Завершена;0
Short;02.02.2018 18:35:16;SPBFUT;SiH8;Sell;29247937529;1;56728;56728.00;0.79;Шорт;-1
Cover;02.02.2018 19:00:03;SPBFUT;SiH8;Buy;29248277701;1;56726;-56726.00;0.80;Завершена;0
Short;05.02.2018 12:50:01;SPBFUT;SiH8;Sell;29256142682;1;56824;56824.00;0.80;Шорт;-1
Cover;05.02.2018 13:25:01;SPBFUT;SiH8;Buy;29256890331;1;56865;-56865.00;0.80;Завершена;0
Buy;06.02.2018 11:40:00;SPBFUT;SiH8;Buy;29275707779;1;57377;-57377.00;0.80;Лонг;1
Sell;06.02.2018 11:45:01;SPBFUT;SiH8;Sell;29275927946;1;57298;57298.00;0.80;Завершена;0
Short;06.02.2018 12:05:01;SPBFUT;SiH8;Sell;29276648717;1;57365;57365.00;0.80;Шорт;-1
Cover;06.02.2018 12:15:00;SPBFUT;SiH8;Buy;29276957332;1;57425;-57425.00;0.80;Завершена;0
Buy;06.02.2018 13:00:01;SPBFUT;SiH8;Buy;29278229958;1;57392;-57392.00;0.80;Лонг;1
Sell;06.02.2018 13:12:02;SPBFUT;SiH8;Sell;29278708955;1;57476;57476.00;0.80;Завершена;0
Buy;06.02.2018 13:25:02;SPBFUT;SiH8;Buy;29279075998;1;57426;-57426.00;0.80;Лонг;1
Sell;06.02.2018 13:30:50;SPBFUT;SiH8;Sell;29279209295;1;57451;57451.00;0.80;Завершена;0
Buy;06.02.2018 13:55:01;SPBFUT;SiH8;Buy;29279727682;1;57377;-57377.00;0.80;Лонг;1
Sell;06.02.2018 14:15:25;SPBFUT;SiH8;Sell;29280076473;1;57372;57372.00;0.80;Завершена;0
Buy;06.02.2018 16:55:01;SPBFUT;SiH8;Buy;29286234980;1;57649;-57649.00;0.80;Лонг;1
Sell;06.02.2018 17:05:00;SPBFUT;SiH8;Sell;29286634429;1;57612;57612.00;0.80;Завершена;0
Buy;07.02.2018 12:00:01;SPBFUT;SiH8;Buy;29302630312;1;57267;-57267.00;0.80;Лонг;1
Sell;07.02.2018 12:08:39;SPBFUT;SiH8;Sell;29302852661;1;57291;57291.00;0.80;Завершена;0
Short;07.02.2018 12:15:01;SPBFUT;SiH8;Sell;29303027944;1;57338;57338.00;0.80;Шорт;-1
Cover;07.02.2018 12:25:00;SPBFUT;SiH8;Buy;29303403154;1;57359;-57359.00;0.80;Завершена;0
Buy;07.02.2018 13:05:02;SPBFUT;SiH8;Buy;29304785187;1;57393;-57393.00;0.80;Лонг;1
Sell;07.02.2018 13:30:33;SPBFUT;SiH8;Sell;29305383202;1;57407;57407.00;0.80;Завершена;0
Short;07.02.2018 13:50:02;SPBFUT;SiH8;Sell;29305829736;1;57460;57460.00;0.80;Шорт;-1
Cover;07.02.2018 14:08:44;SPBFUT;SiH8;Buy;29306302795;1;57466;-57466.00;0.80;Завершена;0
Buy;08.02.2018 13:30:01;SPBFUT;SiH8;Buy;29328564885;1;58096;-58096.00;0.80;Лонг;1
Sell;08.02.2018 13:35:01;SPBFUT;SiH8;Sell;29328706330;1;58036;58036.00;0.80;Завершена;0
Buy;08.02.2018 15:05:00;SPBFUT;SiH8;Buy;29330908839;1;58108;-58108.00;0.80;Лонг;1
Sell;08.02.2018 15:45:00;SPBFUT;SiH8;Sell;29332564941;1;58231;58231.00;0.80;Завершена;0
Buy;09.02.2018 11:45:01;SPBFUT;SiH8;Buy;29351495173;1;58332;-58332.00;0.82;Лонг;1
Sell;09.02.2018 11:50:01;SPBFUT;SiH8;Sell;29351645722;1;58290;58290.00;0.82;Завершена;0
Short;09.02.2018 12:45:01;SPBFUT;SiH8;Sell;29353507253;1;58313;58313.00;0.82;Шорт;-1
Cover;09.02.2018 13:15:02;SPBFUT;SiH8;Buy;29354396998;1;58342;-58342.00;0.82;Завершена;0
Short;09.02.2018 16:35:02;SPBFUT;SiH8;Sell;29361875661;1;58631;58631.00;0.82;Шорт;-1
Cover;09.02.2018 16:40:40;SPBFUT;SiH8;Buy;29362151913;1;58583;-58583.00;0.82;Завершена;0
Buy;09.02.2018 16:55:00;SPBFUT;SiH8;Buy;29362832389;1;58469;-58469.00;0.82;Лонг;1
Sell;09.02.2018 17:00:01;SPBFUT;SiH8;Sell;29363153169;1;58428;58428.00;0.82;Завершена;0
Short;09.02.2018 17:35:01;SPBFUT;SiH8;Sell;29365093155;1;58470;58470.00;0.82;Шорт;-1
Cover;09.02.2018 17:40:01;SPBFUT;SiH8;Buy;29365499364;1;58606;-58606.00;0.82;Завершена;0
Buy;12.02.2018 11:30:01;SPBFUT;SiH8;Buy;29382152137;1;58192;-58192.00;0.82;Лонг;1
Sell;12.02.2018 11:45:01;SPBFUT;SiH8;Sell;29382882321;1;58099;58099.00;0.82;Завершена;0
Short;12.02.2018 12:15:00;SPBFUT;SiH8;Sell;29384152799;1;58145;58145.00;0.82;Шорт;-1
Cover;12.02.2018 12:30:02;SPBFUT;SiH8;Buy;29384709756;1;58211;-58211.00;0.82;Завершена;0
Buy;12.02.2018 13:00:01;SPBFUT;SiH8;Buy;29385720902;1;58198;-58198.00;0.82;Лонг;1
Sell;12.02.2018 13:05:19;SPBFUT;SiH8;Sell;29385865617;1;58246;58246.00;0.82;Завершена;0
Buy;12.02.2018 13:30:01;SPBFUT;SiH8;Buy;29386674385;1;58212;-58212.00;0.82;Лонг;1
Sell;12.02.2018 13:45:01;SPBFUT;SiH8;Sell;29387130719;1;58162;58162.00;0.82;Завершена;0
Buy;13.02.2018 11:35:02;SPBFUT;SiH8;Buy;29406567312;1;57974;-57974.00;0.82;Лонг;1
Sell;13.02.2018 11:40:18;SPBFUT;SiH8;Sell;29406745608;1;58005;58005.00;0.82;Завершена;0
Short;13.02.2018 11:55:01;SPBFUT;SiH8;Sell;29407136904;1;58045;58045.00;0.82;Шорт;-1
Cover;13.02.2018 12:03:26;SPBFUT;SiH8;Buy;29407429615;1;58053;-58053.00;0.82;Завершена;0
Buy;13.02.2018 12:50:03;SPBFUT;SiH8;Buy;29409109675;1;58026;-58026.00;0.82;Лонг;1
Sell;13.02.2018 13:15:02;SPBFUT;SiH8;Sell;29409785599;1;57967;57967.00;0.82;Завершена;0
Buy;13.02.2018 15:45:03;SPBFUT;SiH8;Buy;29413470340;1;57940;-57940.00;0.82;Лонг;1
Sell;13.02.2018 15:50:03;SPBFUT;SiH8;Sell;29413585598;1;57955;57955.00;0.82;Завершена;0
Short;13.02.2018 16:15:02;SPBFUT;SiH8;Sell;29414368904;1;58009;58009.00;0.82;Шорт;-1
Cover;13.02.2018 16:25:09;SPBFUT;SiH8;Buy;29414647332;1;57997;-57997.00;0.82;Завершена;0
Short;14.02.2018 15:20:01;SPBFUT;SiH8;Sell;29430654215;1;57613;57613.00;0.81;Шорт;-1
Cover;14.02.2018 15:30:24;SPBFUT;SiH8;Buy;29430889278;1;57637;-57637.00;0.81;Завершена;0
Buy;14.02.2018 16:00:01;SPBFUT;SiH8;Buy;29431510542;1;57600;-57600.00;0.81;Лонг;1
Sell;14.02.2018 16:06:53;SPBFUT;SiH8;Sell;29431706811;1;57613;57613.00;0.81;Завершена;0
Short;14.02.2018 18:00:01;SPBFUT;SiH8;Sell;29439254133;1;57876;57876.00;0.81;Шорт;-1
Cover;14.02.2018 18:07:14;SPBFUT;SiH8;Buy;29439628398;1;57827;-57827.00;0.81;Завершена;0
Buy;14.02.2018 18:35:01;SPBFUT;SiH8;Buy;29441859721;1;57560;-57560.00;0.81;Лонг;1
Sell;14.02.2018 18:40:13;SPBFUT;SiH8;Sell;29442385619;1;57460;57460.00;0.81;Завершена;0
Short;15.02.2018 13:55:01;SPBFUT;SiH8;Sell;29455185189;1;56960;56960.00;0.80;Шорт;-1
Cover;15.02.2018 14:10:02;SPBFUT;SiH8;Buy;29455448275;1;56968;-56968.00;0.80;Завершена;0
Buy;15.02.2018 17:50:01;SPBFUT;SiH8;Buy;29463458759;1;56771;-56771.00;0.80;Лонг;1
Sell;15.02.2018 18:00:00;SPBFUT;SiH8;Sell;29463977089;1;56714;56714.00;0.80;Завершена;0
Buy;16.02.2018 12:40:01;SPBFUT;SiH8;Buy;29475215415;1;56489;-56489.00;0.79;Лонг;1
Sell;16.02.2018 12:49:49;SPBFUT;SiH8;Sell;29475489498;1;56537;56537.00;0.79;Завершена;0
Buy;16.02.2018 15:40:01;SPBFUT;SiH8;Buy;29479692394;1;56608;-56608.00;0.79;Лонг;1
Sell;16.02.2018 15:49:52;SPBFUT;SiH8;Sell;29480006264;1;56609;56609.00;0.79;Завершена;0
Buy;28.02.2018 13:00:01;SPBFUT;SiH8;Buy;29600962581;1;56344;-56344.00;0.79;Лонг;1
Sell;28.02.2018 15:09:37;SPBFUT;SiH8;Sell;29603652039;1;56460;56460.00;0.79;Завершена;0
Short;01.03.2018 13:20:04;SPBFUT;SiH8;Sell;29620545897;1;56827;56827.00;0.79;Шорт;-1
Cover;01.03.2018 14:05:14;SPBFUT;SiH8;Buy;29621716028;1;56783;-56783.00;0.79;Завершена;0
Short;02.03.2018 17:05:01;SPBFUT;SiH8;Sell;29655989920;1;57250;57250.00;0.80;Шорт;-1
Cover;02.03.2018 17:35:05;SPBFUT;SiH8;Buy;29657633110;1;57346;-57346.00;0.80;Завершена;0
Short;05.03.2018 12:30:03;SPBFUT;SiH8;Sell;29673792824;1;57132;57132.00;0.80;Шорт;-1
Cover;06.03.2018 17:35:04;SPBFUT;SiH8;Buy;29701863595;1;56626;-56626.00;0.80;Завершена;0
Buy;07.03.2018 15:20:01;SPBFUT;SiH8;Buy;29718392488;1;56874;-56874.00;0.79;Лонг;1
Sell;07.03.2018 16:25:02;SPBFUT;SiH8;Sell;29720044110;1;56852;56852.00;0.79;Завершена;0
Short;14.03.2018 18:10:03;SPBFUT;SiH8;Sell;29805376796;1;57139;57139.00;0.80;Шорт;-1
Cover;14.03.2018 18:25:03;SPBFUT;SiH8;Buy;29806415764;1;57262;-57262.00;0.80;Завершена;0
Buy;19.03.2018 17:40:05;SPBFUT;SiM8;Buy;29863893348;1;58414;-58414.00;0.81;Лонг;1
Sell;19.03.2018 19:05:05;SPBFUT;SiM8;Sell;29867056637;1;58464;58464.00;0.82;Завершена;0
Short;22.03.2018 11:40:04;SPBFUT;SiM8;Sell;29914558144;1;57406;57406.00;0.81;Шорт;-1
Cover;22.03.2018 12:20:04;SPBFUT;SiM8;Buy;29915869003;1;57494;-57494.00;0.81;Завершена;0
Buy;23.03.2018 15:40:02;SPBFUT;SiM8;Buy;29945655636;1;57647;-57647.00;0.81;Лонг;1
Sell;23.03.2018 16:30:01;SPBFUT;SiM8;Sell;29947334539;1;57656;57656.00;0.81;Завершена;0
Buy;02.04.2018 17:25:04;SPBFUT;SiM8;Buy;30049980644;1;57964;-57964.00;0.81;Лонг;1
Sell;02.04.2018 17:46:19;SPBFUT;SiM8;Sell;30050525404;1;58061;58061.00;0.81;Завершена;0
Short;04.04.2018 12:35:03;SPBFUT;SiM8;Sell;30080454931;1;58372;58372.00;0.81;Шорт;-1
Cover;04.04.2018 12:55:03;SPBFUT;SiM8;Buy;30080964383;1;58428;-58428.00;0.81;Завершена;0
Buy;04.04.2018 14:35:03;SPBFUT;SiM8;Buy;30083299993;1;58313;-58313.00;0.81;Лонг;1
Sell;04.04.2018 15:35:03;SPBFUT;SiM8;Sell;30084823443;1;58305;58305.00;0.81;Завершена;0
Buy;09.04.2018 15:55:24;SPBFUT;SiM8;Buy;30151257966;1;60524;-60524.00;0.82;Лонг;1
Sell;09.04.2018 16:10:14;SPBFUT;SiM8;Sell;30151797422;1;60556;60556.00;0.82;Завершена;0
Short;11.04.2018 13:20:03;SPBFUT;SiM8;Sell;30195684412;1;64848;64848.00;0.89;Шорт;-1
Cover;11.04.2018 13:30:03;SPBFUT;SiM8;Buy;30195984721;1;64818;-64818.00;0.89;Завершена;0
Buy;11.04.2018 13:45:03;SPBFUT;SiM8;Buy;30196594368;1;64616;-64616.00;0.89;Лонг;1
Sell;11.04.2018 13:55:03;SPBFUT;SiM8;Sell;30197005595;1;64666;64666.00;0.89;Завершена;0
Short;12.04.2018 13:15:04;SPBFUT;SiM8;Sell;30226072055;1;62480;62480.00;0.90;Шорт;-1
Cover;12.04.2018 13:20:44;SPBFUT;SiM8;Buy;30226269989;1;62353;-62353.00;0.90;Завершена;0
Buy;12.04.2018 13:30:04;SPBFUT;SiM8;Buy;30226836478;1;62206;-62206.00;0.90;Лонг;1
Sell;12.04.2018 13:35:04;SPBFUT;SiM8;Sell;30227118167;1;62218;62218.00;0.90;Завершена;0
Buy;13.04.2018 12:30:01;SPBFUT;SiM8;Buy;30248066127;1;61947;-61947.00;0.87;Лонг;1
Sell;13.04.2018 12:43:06;SPBFUT;SiM8;Sell;30248347983;1;62040;62040.00;0.87;Завершена;0
Short;13.04.2018 13:35:02;SPBFUT;SiM8;Sell;30249440421;1;62073;62073.00;0.87;Шорт;-1
Cover;13.04.2018 13:50:02;SPBFUT;SiM8;Buy;30249863302;1;62098;-62098.00;0.87;Завершена;0
Short;16.04.2018 15:20:02;SPBFUT;SiM8;Sell;30274939482;1;62700;62700.00;0.88;Шорт;-1
Cover;16.04.2018 15:30:02;SPBFUT;SiM8;Buy;30275341655;1;62846;-62846.00;0.88;Завершена;0
Buy;17.04.2018 10:35:04;SPBFUT;SiM8;Buy;30291900768;1;61492;-61492.00;0.88;Лонг;1
Sell;17.04.2018 10:40:49;SPBFUT;SiM8;Sell;30292209387;1;61529;61529.00;0.88;Завершена;0
Buy;17.04.2018 17:40:05;SPBFUT;SiM8;Buy;30312790434;1;62189;-62189.00;0.88;Лонг;1
Sell;17.04.2018 18:31:09;SPBFUT;SiM8;Sell;30315318930;1;62010;62010.00;0.88;Завершена;0
Short;23.04.2018 13:20:04;SPBFUT;SiM8;Sell;30395960150;1;62505;62505.00;0.87;Шорт;-1
